filename,labels
img271.png,2
img272.png,0
img273.png,1
img274.png,1
img275.png,1
img276.png,1
img277.png,1
img278.png,1
img279.png,0
img280.png,1
img281.png,1
img282.png,1
img283.png,2
img284.png,1
img285.png,1
img286.png,1
img287.png,1
img288.png,1
img289.png,2
img290.png,1
img291.png,1
img292.png,1
img293.png,1
img294.png,3
img295.png,1
img296.png,1
img297.png,1
img298.png,0
img299.png,1
img300.png,1
img301.png,1
img302.png,0
img303.png,3
img304.png,1
img305.png,0
img306.png,1
img307.png,1
img308.png,1
img309.png,1
img310.png,1
img311.png,2
img312.png,1
img313.png,3
img314.png,1
img315.png,2
img316.png,1
img317.png,2
img318.png,1
img319.png,1
img320.png,1
img321.png,3
img322.png,1
img323.png,1
img324.png,0
img325.png,0
img326.png,1
img327.png,1
img328.png,1
img329.png,1
img330.png,0
img331.png,2
img332.png,1
img333.png,0
img334.png,1
img335.png,0
img336.png,1
img337.png,0
img338.png,1
img339.png,1
img340.png,2
img341.png,1
img342.png,3
img343.png,1
img344.png,1
img345.png,0
img346.png,1
img347.png,3
img348.png,1
img349.png,2
img350.png,1
img351.png,1
img352.png,1
img353.png,1
img354.png,3
img355.png,2
img356.png,1
img357.png,2
img358.png,0
img359.png,0
img360.png,2
img361.png,1
img362.png,1
img363.png,1
img364.png,0
img365.png,3
img366.png,1
img367.png,2
img368.png,1
img369.png,1
img370.png,1
img371.png,0
img372.png,0
img373.png,0
img374.png,0
img375.png,1
img376.png,1
img377.png,0
img378.png,0
img379.png,1
img380.png,0
img381.png,1
img382.png,1
img383.png,0
img384.png,1
img385.png,0
img386.png,0
img387.png,0
img388.png,0
img389.png,0
img390.png,0
img391.png,0
img392.png,0
img393.png,0
img394.png,0
img395.png,0
img396.png,1
img397.png,1
img398.png,1
img399.png,1
img400.png,2
img401.png,2
img402.png,1
img403.png,0
img404.png,3
img405.png,1
img406.png,0
img407.png,0
img408.png,0
img409.png,0
img410.png,3
img411.png,0
img412.png,1
img413.png,1
img414.png,0
img415.png,2
img416.png,0
img417.png,2
img418.png,2
img419.png,1
img420.png,0
img421.png,0
img422.png,1
img423.png,1
img424.png,1
img425.png,3
img426.png,3
img427.png,2
img428.png,0
img429.png,1
img430.png,1
img431.png,3
img432.png,3
img433.png,0
img434.png,1
img435.png,3
img436.png,1
img437.png,1
img438.png,1
img439.png,1
img440.png,1
img441.png,0
img442.png,2
img443.png,1
img444.png,1
img445.png,1
img446.png,2
img447.png,0
img448.png,1
img449.png,1
img450.png,0
img451.png,3
img452.png,0
img453.png,1
img454.png,2
img455.png,1
img456.png,2
img457.png,1
img458.png,1
img459.png,3
img460.png,0
img461.png,2
img462.png,0
img463.png,3
img464.png,0
img465.png,1
img466.png,1
img467.png,0
img468.png,0
img469.png,2
img470.png,1
img471.png,1
img472.png,3
img473.png,0
img474.png,0
img475.png,2
img476.png,1
img477.png,1
img478.png,0
img479.png,1
img480.png,1
img481.png,0
img482.png,1
img483.png,1
img484.png,2
img485.png,1
img486.png,0
img487.png,2
img488.png,1
img489.png,2
img490.png,0
img491.png,1
img492.png,3
img493.png,1
img494.png,1
img495.png,3
img496.png,1
img497.png,2
img498.png,0
img499.png,0
img500.png,3
img501.png,1
img502.png,0
img503.png,0
img504.png,1
img505.png,2
img506.png,0
img507.png,0
img508.png,1
img509.png,1
img510.png,0
img511.png,0
img512.png,0
img513.png,1
img514.png,0
img515.png,1
img516.png,0
img517.png,1
img518.png,1
img519.png,0
img520.png,0
img521.png,0
img522.png,2
img523.png,0
img524.png,3
img525.png,0
img526.png,2
img527.png,1
img528.png,1
img529.png,1
img530.png,3
img531.png,2
img532.png,1
img533.png,2
img534.png,1
img535.png,0
img536.png,0
img537.png,0
img538.png,0
img539.png,2
img540.png,1
img541.png,2
img542.png,3
img543.png,1
img544.png,3
img545.png,2
img546.png,1
img547.png,3
img548.png,1
img549.png,1
img550.png,2
img551.png,2
img552.png,2
img553.png,0
img554.png,3
img555.png,1
img556.png,1
img557.png,3
img558.png,1
img559.png,1
img560.png,1
img561.png,1
img562.png,2
img563.png,2
img564.png,2
img565.png,1
img566.png,0
img567.png,3
img568.png,3
img569.png,1
img570.png,1
img571.png,0
img572.png,1
img573.png,2
img574.png,1
img575.png,2
img576.png,1
img577.png,3
img578.png,2
img579.png,1
img580.png,1
img581.png,1
img582.png,1
img583.png,1
img584.png,0
img585.png,0
img586.png,3
img587.png,1
img588.png,1
img589.png,1
img590.png,0
img591.png,3
img592.png,1
img593.png,1
img594.png,2
img595.png,1
img596.png,1
img597.png,1
img598.png,1
img599.png,1
img600.png,1
img601.png,3
img602.png,1
img603.png,1
img604.png,0
img605.png,2
img606.png,0
img607.png,2
img608.png,2
img609.png,1
img610.png,0
img611.png,0
img612.png,1
img613.png,3
img614.png,3
img615.png,0
img616.png,1
img617.png,2
img618.png,2
img619.png,1
img620.png,1
img621.png,0
img622.png,1
img623.png,1
img624.png,1
img625.png,0
img626.png,0
img627.png,1
img628.png,0
img629.png,1
img630.png,2
img631.png,2
img632.png,2
img633.png,0
img634.png,0
img635.png,1
img636.png,1
img637.png,0
img638.png,1
img639.png,1
img640.png,1
img641.png,1
img642.png,1
img643.png,1
img644.png,1
img645.png,2
img646.png,1
img647.png,0
img648.png,2
img649.png,1
img650.png,0
img651.png,2
img652.png,1
img653.png,1
img654.png,2
img655.png,1
img656.png,0
img657.png,1
img658.png,1
img659.png,1
img660.png,0
img661.png,1
img662.png,1
img663.png,1
img664.png,0
img665.png,1
img666.png,1
img667.png,0
img668.png,1
img669.png,1
img670.png,2
img671.png,1
img672.png,1
img673.png,1
img674.png,1
img675.png,1
img676.png,1
img677.png,1
img678.png,1
img679.png,1
img680.png,2
img681.png,2
img682.png,1
img683.png,1
img684.png,1
img685.png,0
img686.png,1
img687.png,1
img688.png,0
img689.png,1
img690.png,1
img691.png,2
img692.png,1
img693.png,2
img694.png,0
img695.png,1
img696.png,1
img697.png,1
img698.png,1
img699.png,3
img700.png,1
img701.png,0
img702.png,1
img703.png,1
img704.png,3
img705.png,1
img706.png,0
img707.png,1
img708.png,1
img709.png,1
img710.png,0
img711.png,1
img712.png,1
img713.png,0
img714.png,0
img715.png,1
img716.png,1
img717.png,1
img718.png,1
img719.png,1
img720.png,1
img721.png,2
img722.png,1
img723.png,2
img724.png,2
img725.png,1
img726.png,3
img727.png,3
img728.png,1
img729.png,1
img730.png,3
img731.png,3
img732.png,2
img733.png,1
img734.png,2
img735.png,1
img736.png,3
img737.png,1
img738.png,1
img739.png,2
img740.png,1
img741.png,3
img742.png,1
img743.png,2
img744.png,1
img745.png,1
img746.png,1
img747.png,1
img748.png,1
img749.png,1
img750.png,1
img751.png,1
img752.png,1
img753.png,3
img754.png,2
img755.png,1
img756.png,3
img757.png,2
img758.png,1
img759.png,3
img760.png,1
img761.png,1
img762.png,0
img763.png,2
img764.png,2
img765.png,1
img766.png,1
img767.png,1
img768.png,0
img769.png,1
img770.png,1
img771.png,3
img772.png,2
img773.png,1
img774.png,2
img775.png,1
img776.png,2
img777.png,1
img778.png,1
img779.png,3
img780.png,0
img781.png,1
img782.png,1
img783.png,2
img784.png,2
img785.png,1
img786.png,1
img787.png,0
img788.png,2
img789.png,1
img790.png,1
img791.png,2
img792.png,1
img793.png,2
img794.png,1
img795.png,0
img796.png,1
img797.png,1
img798.png,1
img799.png,1
img800.png,1
img801.png,0
img802.png,1
img803.png,1
img804.png,0
img805.png,1
img806.png,1
img807.png,0
img808.png,3
img809.png,1
img810.png,1
img811.png,1
img812.png,2
img813.png,2
img814.png,2
img815.png,1
img816.png,1
img817.png,1
img818.png,1
img819.png,0
img820.png,1
img821.png,1
img822.png,1
img823.png,1
img824.png,0
img825.png,3
img826.png,1
img827.png,1
img828.png,1
img829.png,0
img830.png,3
img831.png,1
img832.png,3
img833.png,1
img834.png,0
img835.png,3
img836.png,0
img837.png,0
img838.png,1
img839.png,1
img840.png,1
img841.png,0
img842.png,1
img843.png,1
img844.png,0
img845.png,0
img846.png,1
img847.png,0
img848.png,0
img849.png,1
img850.png,1
img851.png,1
img852.png,1
img853.png,1
img854.png,1
img855.png,1
img856.png,1
img857.png,0
img858.png,1
img859.png,2
img860.png,1
img861.png,2
img862.png,2
img863.png,1
img864.png,1
img865.png,1
img866.png,0
img867.png,2
img868.png,1
img869.png,1
img870.png,1
img871.png,3
img872.png,1
img873.png,2
img874.png,1
img875.png,1
img876.png,1
img877.png,0
img878.png,1
img879.png,1
img880.png,1
img881.png,3
img882.png,1
img883.png,1
img884.png,2
img885.png,1
img886.png,2
img887.png,1
img888.png,1
img889.png,0
img890.png,1
img891.png,1
img892.png,1
img893.png,2
img894.png,1
img895.png,2
img896.png,3
img897.png,1
img898.png,1
img899.png,0
img900.png,1
img901.png,0
img902.png,1
img903.png,1
img904.png,1
img905.png,1
img906.png,1
img907.png,1
img908.png,3
img909.png,2
img910.png,2
img911.png,1
img912.png,1
img913.png,1
img914.png,1
img915.png,1
img916.png,2
img917.png,1
img918.png,1
img919.png,2
img920.png,1
img921.png,1
img922.png,2
img923.png,3
img924.png,1
img925.png,1
img926.png,1
img927.png,1
img928.png,0
img929.png,1
img930.png,3
img931.png,2
img932.png,1
img933.png,1
img934.png,0
img935.png,1
img936.png,1
img937.png,0
img938.png,1
img939.png,1
img940.png,0
img941.png,1
img942.png,3
img943.png,1
img944.png,0
img945.png,1
img946.png,1
img947.png,3
img948.png,2
img949.png,1
img950.png,1
img951.png,3
img952.png,1
img953.png,2
img954.png,0
img955.png,1
img956.png,3
img957.png,3
img958.png,1
img959.png,0
img960.png,1
img961.png,1
img962.png,0
img963.png,0
img964.png,2
img965.png,2
img966.png,1
img967.png,0
img968.png,1
img969.png,1
img970.png,2
img971.png,2
img972.png,0
img973.png,2
img974.png,3
img975.png,1
img976.png,2
img977.png,0
img978.png,1
img979.png,1
img980.png,0
img981.png,1
img982.png,0
img983.png,1
img984.png,0
img985.png,0
img986.png,0
img987.png,0
img988.png,1
img989.png,1
img990.png,1
img991.png,1
img992.png,1
img993.png,1
img994.png,0
img995.png,1
img996.png,0
img997.png,1
img998.png,3
img999.png,2
img1000.png,0
img1001.png,0
img1002.png,1
img1003.png,1
img1004.png,0
img1005.png,0
img1006.png,1
img1007.png,2
img1008.png,1
img1009.png,0
img1010.png,0
img1011.png,2
img1012.png,0
img1013.png,0
img1014.png,0
img1015.png,1
img1016.png,0
img1017.png,2
img1018.png,1
img1019.png,3
img1020.png,2
img1021.png,1
img1022.png,1
img1023.png,1
img1024.png,0
img1025.png,0
img1026.png,1
img1027.png,1
img1028.png,1
img1029.png,1
img1030.png,1
img1031.png,1
img1032.png,0
img1033.png,1
img1034.png,1
img1035.png,1
img1036.png,1
img1037.png,1
img1038.png,0
img1039.png,2
img1040.png,0
img1041.png,0
img1042.png,3
img1043.png,1
img1044.png,1
img1045.png,1
img1046.png,1
img1047.png,0
img1048.png,1
img1049.png,2
img1050.png,0
img1051.png,1
img1052.png,1
img1053.png,3
img1054.png,0
img1055.png,0
img1056.png,1
img1057.png,1
img1058.png,1
img1059.png,1
img1060.png,3
img1061.png,2
img1062.png,1
img1063.png,3
img1064.png,1
img1065.png,1
img1066.png,0
img1067.png,1
img1068.png,0
img1069.png,0
img1070.png,1
img1071.png,1
img1072.png,0
img1073.png,0
img1074.png,1
img1075.png,1
img1076.png,3
img1077.png,2
img1078.png,2
img1079.png,0
img1080.png,0
img1081.png,1
img1082.png,0
img1083.png,3
img1084.png,0
img1085.png,0
img1086.png,1
img1087.png,0
img1088.png,0
img1089.png,1
img1090.png,0
img1091.png,0
img1092.png,2
img1093.png,0
img1094.png,0
img1095.png,2
img1096.png,1
img1097.png,2
img1098.png,0
img1099.png,0
img1100.png,2
img1101.png,0
img1102.png,1
img1103.png,3
img1104.png,3
img1105.png,0
img1106.png,1
img1107.png,0
img1108.png,2
img1109.png,0
img1110.png,0
img1111.png,3
img1112.png,1
img1113.png,2
img1114.png,3
img1115.png,2
img1116.png,0
img1117.png,0
img1118.png,0
img1119.png,1
img1120.png,2
img1121.png,1
img1122.png,0
img1123.png,2
img1124.png,0
img1125.png,0
img1126.png,0
img1127.png,0
img1128.png,0
img1129.png,0
img1130.png,2
img1131.png,1
img1132.png,1
img1133.png,3
img1134.png,1
img1135.png,0
img1136.png,0
img1137.png,0
img1138.png,0
img1139.png,0
img1140.png,0
img1141.png,0
img1142.png,0
img1143.png,0
img1144.png,0
img1145.png,0
img1146.png,0
img1147.png,0
img1148.png,0
img1149.png,0
img1150.png,0
img1151.png,0
img1152.png,0
img1153.png,0
img1154.png,0
img1155.png,0
img1156.png,0
img1157.png,0
img1158.png,0
img1159.png,0
img1160.png,0
img1161.png,0
img1162.png,0
img1163.png,0
img1164.png,0
img1165.png,0
img1166.png,0
img1167.png,0
img1168.png,0
img1169.png,0
img1170.png,0
img1171.png,0
img1172.png,0
img1173.png,0
img1174.png,0
img1175.png,0
img1176.png,0
img1177.png,0
img1178.png,0
img1179.png,0
img1180.png,0
img1181.png,0
img1182.png,0
img1183.png,0
img1184.png,0
img1185.png,0
img1186.png,0
img1187.png,0
img1188.png,0
img1189.png,0
img1190.png,0
img1191.png,0
img1192.png,0
img1193.png,0
img1194.png,0
img1195.png,0
img1196.png,0
img1197.png,0
img1198.png,0
img1199.png,0
img1200.png,0
img1201.png,0
img1202.png,0
img1203.png,0
img1204.png,0
img1205.png,0
img1206.png,0
img1207.png,0
img1208.png,0
img1209.png,0
img1210.png,0
img1211.png,0
img1212.png,0
img1213.png,0
img1214.png,0
img1215.png,0
img1216.png,0
img1217.png,0
img1218.png,0
img1219.png,0
img1220.png,0
img1221.png,0
img1222.png,0
img1223.png,0
img1224.png,0
img1225.png,0
img1226.png,0
img1227.png,0
img1228.png,0
img1229.png,0
img1230.png,0
img1231.png,0
img1232.png,0
img1233.png,0
img1234.png,0
img1235.png,0
img1236.png,0
img1237.png,0
img1238.png,0
img1239.png,0
img1240.png,0
img1241.png,0
img1242.png,0
img1243.png,0
img1244.png,0
img1245.png,0
img1246.png,0
img1247.png,0
img1248.png,0
img1249.png,0
img1250.png,0
img1251.png,0
img1252.png,0
img1253.png,0
img1254.png,0
img1255.png,0
img1256.png,0
img1257.png,0
img1258.png,0
img1259.png,0
img1260.png,0
img1261.png,0
img1262.png,0
img1263.png,0
img1264.png,0
img1265.png,0
img1266.png,0
img1267.png,0
img1268.png,0
img1269.png,0
img1270.png,0
img1271.png,0
img1272.png,0
img1273.png,0
img1274.png,0
img1275.png,0
img1276.png,0
img1277.png,0
img1278.png,0
img1279.png,0
img1280.png,0
img1281.png,0
img1282.png,0
img1283.png,0
img1284.png,0
img1285.png,0
img1286.png,0
img1287.png,0
img1288.png,0
img1289.png,0
img1290.png,0
img1291.png,0
img1292.png,0
img1293.png,0
img1294.png,0
img1295.png,0
img1296.png,0
img1297.png,0
img1298.png,0
img1299.png,0
img1300.png,0
img1301.png,0
img1302.png,0
img1303.png,0
img1304.png,0
img1305.png,0
img1306.png,0
img1307.png,0
img1308.png,0
img1309.png,0
img1310.png,0
img1311.png,0
img1312.png,0
img1313.png,0
img1314.png,0
img1315.png,0
img1316.png,0
img1317.png,0
img1318.png,0
img1319.png,0
img1320.png,0
img1321.png,0
img1322.png,0
img1323.png,0
img1324.png,0
img1325.png,0
img1326.png,0
img1327.png,0
img1328.png,0
img1329.png,0
img1330.png,0
img1331.png,0
img1332.png,0
img1333.png,0
img1334.png,0
img1335.png,0
img1336.png,0
img1337.png,0
img1338.png,0
img1339.png,0
img1340.png,0
img1341.png,0
img1342.png,0
img1343.png,0
img1344.png,0
img1345.png,0
img1346.png,0
img1347.png,0
img1348.png,0
img1349.png,0
img1350.png,0
img1351.png,0
img1352.png,0
img1353.png,0
img1354.png,0
img1355.png,0
img1356.png,0
img1357.png,0
img1358.png,0
img1359.png,0
img1360.png,0
img1361.png,0
img1362.png,0
img1363.png,0
img1364.png,0
img1365.png,0
img1366.png,0
img1367.png,0
img1368.png,0
img1369.png,0
img1370.png,0
img1371.png,0
img1372.png,0
img1373.png,0
img1374.png,0
img1375.png,0
img1376.png,0
img1377.png,0
img1378.png,1
img1379.png,1
img1380.png,1
img1381.png,1
img1382.png,1
img1383.png,3
img1384.png,0
img1385.png,0
img1386.png,1
img1387.png,2
img1388.png,3
img1389.png,2
img1390.png,1
img1391.png,0
img1392.png,3
img1393.png,1
img1394.png,1
img1395.png,0
img1396.png,0
img1397.png,1
img1398.png,1
img1399.png,1
img1400.png,2
img1401.png,1
img1402.png,3
img1403.png,2
img1404.png,1
img1405.png,1
img1406.png,3
img1407.png,1
img1408.png,1
img1409.png,1
img1410.png,1
img1411.png,0
img1412.png,1
img1413.png,0
img1414.png,1
img1415.png,1
img1416.png,1
img1417.png,0
img1418.png,0
img1419.png,1
img1420.png,0
img1421.png,0
img1422.png,1
img1423.png,0
img1424.png,0
img1425.png,0
img1426.png,1
img1427.png,1
img1428.png,1
img1429.png,0
img1430.png,2
img1431.png,3
img1432.png,1
img1433.png,1
img1434.png,0
img1435.png,1
img1436.png,0
img1437.png,1
img1438.png,0
img1439.png,0
img1440.png,1
img1441.png,1
img1442.png,0
img1443.png,1
img1444.png,0
img1445.png,0
img1446.png,2
img1447.png,1
img1448.png,1
img1449.png,1
img1450.png,1
img1451.png,2
img1452.png,2
img1453.png,0
img1454.png,3
img1455.png,1
img1456.png,1
img1457.png,3
img1458.png,0
img1459.png,0
img1460.png,1
img1461.png,1
img1462.png,1
img1463.png,1
img1464.png,1
img1465.png,0
img1466.png,1
img1467.png,1
img1468.png,1
img1469.png,1
img1470.png,1
img1471.png,3
img1472.png,1
img1473.png,3
img1474.png,1
img1475.png,1
img1476.png,3
img1477.png,1
img1478.png,1
img1479.png,1
img1480.png,2
img1481.png,2
img1482.png,0
img1483.png,0
img1484.png,0
img1485.png,3
img1486.png,1
img1487.png,1
img1488.png,3
img1489.png,3
img1490.png,0
img1491.png,0
img1492.png,2
img1493.png,2
img1494.png,2
img1495.png,0
img1496.png,1
img1497.png,1
img1498.png,0
img1499.png,1
img1500.png,0
img1501.png,1
img1502.png,0
img1503.png,1
img1504.png,1
img1505.png,2
img1506.png,1
img1507.png,0
img1508.png,1
img1509.png,0
img1510.png,1
img1511.png,1
img1512.png,0
img1513.png,3
img1514.png,1
img1515.png,1
img1516.png,0
img1517.png,1
img1518.png,0
img1519.png,2
img1520.png,2
img1521.png,1
img1522.png,1
img1523.png,0
img1524.png,2
img1525.png,1
img1526.png,2
img1527.png,1
img1528.png,1
img1529.png,1
img1530.png,1
img1531.png,1
img1532.png,1
img1533.png,1
img1534.png,1
img1535.png,1
img1536.png,3
img1537.png,1
img1538.png,1
img1539.png,2
img1540.png,3
img1541.png,1
img1542.png,1
img1543.png,1
img1544.png,1
img1545.png,2
img1546.png,1
img1547.png,1
img1548.png,1
img1549.png,1
img1550.png,1
img1551.png,0
img1552.png,1
img1553.png,1
img1554.png,0
img1555.png,1
img1556.png,1
img1557.png,0
img1558.png,1
img1559.png,0
img1560.png,1
img1561.png,1
img1562.png,2
img1563.png,1
img1564.png,0
img1565.png,0
img1566.png,1
img1567.png,2
img1568.png,1
img1569.png,1
img1570.png,2
img1571.png,1
img1572.png,1
img1573.png,2
img1574.png,0
img1575.png,1
img1576.png,0
img1577.png,1
img1578.png,1
img1579.png,0
img1580.png,1
img1581.png,0
img1582.png,0
img1583.png,2
img1584.png,1
img1585.png,3
img1586.png,0
img1587.png,1
img1588.png,0
img1589.png,1
img1590.png,1
img1591.png,0
img1592.png,0
img1593.png,1
img1594.png,3
img1595.png,1
img1596.png,3
img1597.png,0
img1598.png,0
img1599.png,1
img1600.png,1
img1601.png,1
img1602.png,0
img1603.png,0
img1604.png,2
img1605.png,1
img1606.png,1
img1607.png,1
img1608.png,1
img1609.png,1
img1610.png,1
img1611.png,1
img1612.png,0
img1613.png,0
img1614.png,0
img1615.png,1
img1616.png,0
img1617.png,0
img1618.png,0
img1619.png,1
img1620.png,1
img1621.png,1
img1622.png,3
img1623.png,1
img1624.png,0
img1625.png,1
img1626.png,0
img1627.png,1
img1628.png,0
img1629.png,1
img1630.png,1
img1631.png,1
img1632.png,3
img1633.png,3
img1634.png,0
img1635.png,0
img1636.png,0
img1637.png,1
img1638.png,1
img1639.png,2
img1640.png,1
img1641.png,1
img1642.png,0
img1643.png,1
img1644.png,0
img1645.png,1
img1646.png,2
img1647.png,0
img1648.png,1
img1649.png,0
img1650.png,0
img1651.png,1
img1652.png,1
img1653.png,1
img1654.png,1
img1655.png,1
img1656.png,1
img1657.png,3
img1658.png,3
img1659.png,1
img1660.png,1
img1661.png,1
img1662.png,1
img1663.png,1
img1664.png,1
img1665.png,3
img1666.png,1
img1667.png,1
img1668.png,0
img1669.png,1
img1670.png,1
img1671.png,1
img1672.png,1
img1673.png,1
img1674.png,1
img1675.png,1
img1676.png,3
img1677.png,0
img1678.png,1
img1679.png,1
img1680.png,3
img1681.png,1
img1682.png,1
img1683.png,1
img1684.png,3
img1685.png,0
img1686.png,1
img1687.png,1
img1688.png,0
img1689.png,1
img1690.png,1
img1691.png,0
img1692.png,1
img1693.png,1
img1694.png,0
img1695.png,1
img1696.png,1
img1697.png,1
img1698.png,2
img1699.png,3
img1700.png,1
img1701.png,1
img1702.png,1
img1703.png,1
img1704.png,1
img1705.png,0
img1706.png,1
img1707.png,0
img1708.png,1
img1709.png,3
img1710.png,0
img1711.png,2
img1712.png,1
img1713.png,0
img1714.png,0
img1715.png,0
img1716.png,0
img1717.png,0
img1718.png,0
img1719.png,0
img1720.png,0
img1721.png,0
img1722.png,0
img1723.png,0
img1724.png,0
img1725.png,0
img1726.png,0
img1727.png,0
img1728.png,0
img1729.png,0
img1730.png,1
img1731.png,0
img1732.png,2
img1733.png,1
img1734.png,1
img1735.png,1
img1736.png,0
img1737.png,3
img1738.png,1
img1739.png,1
img1740.png,0
img1741.png,1
img1742.png,0
img1743.png,1
img1744.png,1
img1745.png,0
img1746.png,1
img1747.png,1
img1748.png,0
img1749.png,1
img1750.png,1
img1751.png,1
img1752.png,0
img1753.png,0
img1754.png,3
img1755.png,3
img1756.png,3
img1757.png,0
img1758.png,1
img1759.png,1
img1760.png,2
img1761.png,1
img1762.png,1
img1763.png,0
img1764.png,1
img1765.png,2
img1766.png,3
img1767.png,1
img1768.png,0
img1769.png,2
img1770.png,0
img1771.png,0
img1772.png,1
img1773.png,1
img1774.png,1
img1775.png,2
img1776.png,0
img1777.png,1
img1778.png,0
img1779.png,0
img1780.png,1
img1781.png,1
img1782.png,1
img1783.png,0
img1784.png,0
img1785.png,2
img1786.png,0
img1787.png,0
img1788.png,1
img1789.png,2
img1790.png,2
img1791.png,1
img1792.png,3
img1793.png,3
img1794.png,0
img1795.png,0
img1796.png,1
img1797.png,2
img1798.png,1
img1799.png,1
img1800.png,1
img1801.png,1
img1802.png,1
img1803.png,2
img1804.png,2
img1805.png,1
img1806.png,0
img1807.png,3
img1808.png,1
img1809.png,0
img1810.png,1
img1811.png,1
img1812.png,0
img1813.png,0
img1814.png,0
img1815.png,1
img1816.png,0
img1817.png,2
img1818.png,2
img1819.png,0
img1820.png,1
img1821.png,2
img1822.png,0
img1823.png,2
img1824.png,0
img1825.png,0
img1826.png,1
img1827.png,0
img1828.png,3
img1829.png,1
img1830.png,0
img1831.png,1
img1832.png,0
img1833.png,3
img1834.png,1
img1835.png,1
img1836.png,1
img1837.png,0
img1838.png,1
img1839.png,2
img1840.png,1
img1841.png,1
img1842.png,2
img1843.png,1
img1844.png,1
img1845.png,1
img1846.png,2
img1847.png,1
img1848.png,0
img1849.png,1
img1850.png,1
img1851.png,1
img1852.png,0
img1853.png,1
img1854.png,1
img1855.png,1
img1856.png,0
img1857.png,3
img1858.png,2
img1859.png,0
img1860.png,0
img1861.png,0
img1862.png,0
img1863.png,2
img1864.png,2
img1865.png,3
img1866.png,0
img1867.png,3
img1868.png,0
img1869.png,0
img1870.png,1
img1871.png,1
img1872.png,0
